CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,day,month,weekday,is_weekend,hour_sin,hour_cos,month_sin,month_cos,temp_humidity_interaction,lag1_CO(GT),lag1_NMHC(GT),lag1_C6H6(GT),lag1_NOx(GT),lag1_NO2(GT),lag1_T,lag1_RH,lag1_AH,target_aqi_category,datetime
1.6,1235.0,57.0,6.4,828.0,118.0,1055.0,83.0,1527.0,1093.0,12.4,60.0,0.8627,9,14,3,6,1,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,744.0,1.4,36.0,4.2,101.0,84.0,11.6,62.7,0.853,Poor,2004-03-14 09:00:00
2.2,1332.0,129.0,8.6,923.0,144.0,952.0,98.0,1614.0,1225.0,14.5,53.1,0.8728,10,14,3,6,1,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,769.95,1.6,57.0,6.4,118.0,83.0,12.4,60.0,0.8627,Very Poor,2004-03-14 10:00:00
2.8,1445.0,148.0,10.9,1009.0,176.0,878.0,114.0,1696.0,1355.0,16.9,46.1,0.8789,11,14,3,6,1,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,779.0899999999999,2.2,129.0,8.6,144.0,98.0,14.5,53.1,0.8728,Very Poor,2004-03-14 11:00:00
2.8,1416.0,145.0,10.7,1002.0,161.0,907.0,119.0,1677.0,1262.0,19.3,38.3,0.8474,12,14,3,6,1,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,739.1899999999999,2.8,148.0,10.9,176.0,114.0,16.9,46.1,0.8789,Poor,2004-03-14 12:00:00
2.0,1281.0,93.0,7.5,880.0,113.0,1084.0,104.0,1525.0,980.0,21.2,31.4,0.7812,13,14,3,6,1,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,665.68,2.8,145.0,10.7,161.0,119.0,19.3,38.3,0.8474,Poor,2004-03-14 13:00:00
1.8,1207.0,84.0,7.5,879.0,103.0,1104.0,102.0,1490.0,872.0,21.4,30.2,0.7616,14,14,3,6,1,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,646.28,2.0,93.0,7.5,113.0,104.0,21.2,31.4,0.7812,Poor,2004-03-14 14:00:00
1.9,1258.0,99.0,8.2,906.0,112.0,1081.0,107.0,1511.0,900.0,21.9,29.0,0.7525,15,14,3,6,1,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,635.0999999999999,1.8,84.0,7.5,103.0,102.0,21.4,30.2,0.7616,Very Poor,2004-03-14 15:00:00
3.0,1458.0,150.0,11.9,1045.0,170.0,974.0,129.0,1646.0,1099.0,22.2,28.4,0.7516,16,14,3,6,1,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,630.4799999999999,1.9,99.0,8.2,112.0,107.0,21.9,29.0,0.7525,Very Poor,2004-03-14 16:00:00
2.9,1438.0,156.0,12.0,1051.0,180.0,943.0,128.0,1668.0,1206.0,21.3,30.8,0.7696,17,14,3,6,1,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,656.0400000000001,3.0,150.0,11.9,170.0,129.0,22.2,28.4,0.7516,Very Poor,2004-03-14 17:00:00
2.5,1478.0,122.0,12.2,1055.0,160.0,929.0,121.0,1671.0,1262.0,19.7,36.7,0.8307,18,14,3,6,1,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,722.99,2.9,156.0,12.0,180.0,128.0,21.3,30.8,0.7696,Severe,2004-03-14 18:00:00
4.6,1808.0,262.0,20.6,1312.0,261.0,753.0,157.0,1993.0,1698.0,18.4,41.7,0.8732,19,14,3,6,1,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,767.28,2.5,122.0,12.2,160.0,121.0,19.7,36.7,0.8307,Severe,2004-03-14 19:00:00
5.9,1898.0,341.0,23.1,1381.0,325.0,681.0,173.0,2103.0,1905.0,17.6,46.1,0.921,20,14,3,6,1,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,811.3600000000001,4.6,262.0,20.6,261.0,157.0,18.4,41.7,0.8732,Very Poor,2004-03-14 20:00:00
3.4,1560.0,214.0,14.7,1140.0,217.0,784.0,146.0,1818.0,1648.0,16.7,49.6,0.932,21,14,3,6,1,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,828.3199999999999,5.9,341.0,23.1,325.0,173.0,17.6,46.1,0.921,Poor,2004-03-14 21:00:00
2.1,1324.0,100.0,9.0,940.0,146.0,924.0,121.0,1587.0,1423.0,16.3,51.0,0.9341,22,14,3,6,1,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,831.3000000000001,3.4,214.0,14.7,217.0,146.0,16.7,49.6,0.932,Poor,2004-03-14 22:00:00
2.2,1349.0,79.0,8.8,933.0,152.0,933.0,119.0,1617.0,1349.0,14.7,55.9,0.9314,23,14,3,6,1,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,821.7299999999999,2.1,100.0,9.0,146.0,121.0,16.3,51.0,0.9341,Poor,2004-03-14 23:00:00
1.8,1239.0,66.0,7.4,872.0,104.0,985.0,99.0,1547.0,1250.0,14.8,54.7,0.9164,0,15,3,0,0,0.0,1.0,1.0,6.123233995736766e-17,809.5600000000001,2.2,79.0,8.8,152.0,119.0,14.7,55.9,0.9314,Poor,2004-03-15 00:00:00
1.8,1239.0,73.0,6.9,853.0,106.0,1010.0,93.0,1543.0,1174.0,14.0,57.0,0.9094,1,15,3,0,0,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,798.0,1.8,66.0,7.4,104.0,99.0,14.8,54.7,0.9164,Poor,2004-03-15 01:00:00
1.8,1224.0,66.0,7.0,855.0,108.0,998.0,88.0,1566.0,1149.0,13.4,61.3,0.9361,2,15,3,0,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,821.42,1.8,73.0,6.9,106.0,93.0,14.0,57.0,0.9094,Moderate,2004-03-15 02:00:00
1.1,1078.0,44.0,4.4,734.0,,1128.0,,1487.0,1021.0,12.6,63.5,0.923,3,15,3,0,0,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,800.1,1.8,66.0,7.0,108.0,88.0,13.4,61.3,0.9361,Moderate,2004-03-15 03:00:00
,1078.0,44.0,4.0,711.0,66.0,1150.0,71.0,1468.0,1013.0,12.3,65.4,0.9351,4,15,3,0,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,804.4200000000001,1.1,44.0,4.4,,,12.6,63.5,0.923,Satisfactory,2004-03-15 04:00:00
1.0,1075.0,39.0,3.9,703.0,88.0,1156.0,74.0,1464.0,1010.0,11.9,67.4,0.9375,5,15,3,0,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,802.0600000000001,,44.0,4.0,66.0,71.0,12.3,65.4,0.9351,Moderate,2004-03-15 05:00:00
1.4,1157.0,51.0,6.4,830.0,138.0,1030.0,80.0,1584.0,1083.0,11.4,70.5,0.9475,6,15,3,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,803.7,1.0,39.0,3.9,88.0,74.0,11.9,67.4,0.9375,Poor,2004-03-15 06:00:00
2.2,1314.0,107.0,9.7,966.0,228.0,897.0,89.0,1710.0,1235.0,11.3,70.2,0.9401,7,15,3,0,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,793.2600000000001,1.4,51.0,6.4,138.0,80.0,11.4,70.5,0.9475,Severe,2004-03-15 07:00:00
5.5,1797.0,336.0,25.9,1451.0,360.0,652.0,114.0,2323.0,1680.0,12.4,63.9,0.917,8,15,3,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,792.36,2.2,107.0,9.7,228.0,89.0,11.3,70.2,0.9401,Severe,2004-03-15 08:00:00
8.1,1961.0,618.0,36.7,1701.0,478.0,537.0,149.0,2665.0,2184.0,14.8,54.3,0.9076,9,15,3,0,0,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,803.64,5.5,336.0,25.9,360.0,114.0,12.4,63.9,0.917,Severe,2004-03-15 09:00:00
5.8,1771.0,438.0,26.6,1470.0,394.0,622.0,157.0,2262.0,1973.0,17.4,45.6,0.8993,10,15,3,0,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,793.4399999999999,8.1,618.0,36.7,478.0,149.0,14.8,54.3,0.9076,Severe,2004-03-15 10:00:00
4.2,1564.0,334.0,20.1,1300.0,319.0,710.0,155.0,2029.0,1798.0,19.8,38.5,0.8801,11,15,3,0,0,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,762.3000000000001,5.8,438.0,26.6,394.0,157.0,17.4,45.6,0.8993,Very Poor,2004-03-15 11:00:00
3.1,1430.0,221.0,14.1,1120.0,201.0,831.0,134.0,1783.0,1522.0,22.0,34.1,0.8904,12,15,3,0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,750.2,4.2,334.0,20.1,319.0,155.0,19.8,38.5,0.8801,Very Poor,2004-03-15 12:00:00
2.9,1417.0,207.0,14.9,1146.0,171.0,830.0,119.0,1831.0,1404.0,23.3,32.2,0.9096,13,15,3,0,0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,750.2600000000001,3.1,221.0,14.1,201.0,134.0,22.0,34.1,0.8904,Very Poor,2004-03-15 13:00:00
2.9,1400.0,191.0,15.4,1162.0,159.0,838.0,111.0,1829.0,1263.0,23.9,30.0,0.8757,14,15,3,0,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,717.0,2.9,207.0,14.9,171.0,119.0,23.3,32.2,0.9096,Very Poor,2004-03-15 14:00:00
2.5,1317.0,185.0,12.1,1053.0,153.0,926.0,104.0,1707.0,1137.0,24.4,28.9,0.8736,15,15,3,0,0,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,705.16,2.9,191.0,15.4,159.0,111.0,23.9,30.0,0.8757,Poor,2004-03-15 15:00:00
2.3,1318.0,141.0,11.5,1033.0,143.0,950.0,99.0,1675.0,1068.0,24.4,29.4,0.8848,16,15,3,0,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,717.3599999999999,2.5,185.0,12.1,153.0,104.0,24.4,28.9,0.8736,Very Poor,2004-03-15 16:00:00
2.8,1445.0,214.0,14.8,1141.0,156.0,857.0,110.0,1824.0,1252.0,23.8,31.3,0.9137,17,15,3,0,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,744.94,2.3,141.0,11.5,143.0,99.0,24.4,29.4,0.8848,Severe,2004-03-15 17:00:00
6.1,1917.0,471.0,32.1,1601.0,314.0,631.0,162.0,2447.0,1843.0,22.5,35.4,0.9547,18,15,3,0,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,796.5,2.8,214.0,14.8,156.0,110.0,23.8,31.3,0.9137,Severe,2004-03-15 18:00:00
8.0,2040.0,685.0,39.2,1754.0,404.0,542.0,187.0,2679.0,2122.0,20.4,42.5,1.0086,19,15,3,0,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,866.9999999999999,6.1,471.0,32.1,314.0,162.0,22.5,35.4,0.9547,Severe,2004-03-15 19:00:00
6.5,1895.0,538.0,31.0,1573.0,320.0,565.0,165.0,2443.0,1992.0,18.3,52.6,1.0945,20,15,3,0,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,962.58,8.0,685.0,39.2,404.0,187.0,20.4,42.5,1.0086,Severe,2004-03-15 20:00:00
4.2,1595.0,319.0,19.9,1294.0,256.0,678.0,145.0,2058.0,1707.0,16.7,57.4,1.0786,21,15,3,0,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,958.5799999999999,6.5,538.0,31.0,320.0,165.0,18.3,52.6,1.0945,Very Poor,2004-03-15 21:00:00
3.2,1439.0,224.0,15.3,1159.0,193.0,764.0,125.0,1856.0,1494.0,15.7,60.2,1.0654,22,15,3,0,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,945.14,4.2,319.0,19.9,256.0,145.0,16.7,57.4,1.0786,Moderate,2004-03-15 22:00:00
1.4,1142.0,67.0,6.9,852.0,89.0,1008.0,101.0,1547.0,1164.0,15.3,61.4,1.058,23,15,3,0,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,939.4200000000001,3.2,224.0,15.3,193.0,125.0,15.7,60.2,1.0654,Poor,2004-03-15 23:00:00
2.1,1304.0,155.0,11.1,1019.0,127.0,852.0,103.0,1731.0,1272.0,14.1,65.7,1.0494,0,16,3,1,0,0.0,1.0,1.0,6.123233995736766e-17,926.37,1.4,67.0,6.9,89.0,101.0,15.3,61.4,1.058,Moderate,2004-03-16 00:00:00
1.2,1074.0,49.0,5.4,784.0,79.0,1098.0,88.0,1483.0,1040.0,14.8,60.6,1.0148,1,16,3,1,0,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,896.8800000000001,2.1,155.0,11.1,127.0,103.0,14.1,65.7,1.0494,Satisfactory,2004-03-16 01:00:00
0.8,968.0,29.0,2.8,640.0,43.0,1320.0,61.0,1386.0,867.0,14.8,59.2,0.9879,2,16,3,1,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,876.1600000000001,1.2,49.0,5.4,79.0,88.0,14.8,60.6,1.0148,Satisfactory,2004-03-16 02:00:00
0.7,929.0,25.0,2.3,608.0,,1376.0,,1364.0,826.0,13.6,62.1,0.9636,3,16,3,1,0,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,844.56,0.8,29.0,2.8,43.0,61.0,14.8,59.2,0.9879,Satisfactory,2004-03-16 03:00:00
,941.0,25.0,2.6,626.0,59.0,1316.0,59.0,1373.0,840.0,12.3,66.2,0.945,4,16,3,1,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,814.2600000000001,0.7,25.0,2.3,,,13.6,62.1,0.9636,Good,2004-03-16 04:00:00
0.6,937.0,17.0,2.0,585.0,38.0,1412.0,52.0,1348.0,793.0,12.8,63.2,0.9283,5,16,3,1,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,808.96,,25.0,2.6,59.0,59.0,12.3,66.2,0.945,Satisfactory,2004-03-16 05:00:00
0.9,1017.0,27.0,3.5,681.0,82.0,1246.0,64.0,1418.0,870.0,11.2,68.5,0.9081,6,16,3,1,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,767.1999999999999,0.6,17.0,2.0,38.0,52.0,12.8,63.2,0.9283,Moderate,2004-03-16 06:00:00
1.3,1171.0,50.0,5.1,770.0,99.0,1162.0,70.0,1467.0,930.0,11.0,66.5,0.8705,7,16,3,1,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,731.5,0.9,27.0,3.5,82.0,64.0,11.2,68.5,0.9081,Very Poor,2004-03-16 07:00:00
3.4,1541.0,218.0,16.2,1185.0,263.0,770.0,97.0,1889.0,1407.0,11.7,63.7,0.8719,8,16,3,1,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,745.29,1.3,50.0,5.1,99.0,70.0,11.0,66.5,0.8705,Severe,2004-03-16 08:00:00
3.7,1539.0,285.0,19.7,1287.0,229.0,698.0,95.0,2055.0,1507.0,13.6,56.3,0.8743,9,16,3,1,0,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,765.68,3.4,218.0,16.2,263.0,97.0,11.7,63.7,0.8719,Severe,2004-03-16 09:00:00
5.3,1735.0,437.0,25.1,1431.0,396.0,628.0,150.0,2211.0,1843.0,17.8,42.9,0.8672,10,16,3,1,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,763.62,3.7,285.0,19.7,229.0,95.0,13.6,56.3,0.8743,Severe,2004-03-16 10:00:00
4.1,1571.0,327.0,20.0,1297.0,314.0,730.0,162.0,1973.0,1729.0,21.4,33.3,0.8417,11,16,3,1,0,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,712.6199999999999,5.3,437.0,25.1,396.0,150.0,17.8,42.9,0.8672,Severe,2004-03-16 11:00:00
3.3,1452.0,283.0,18.3,1250.0,217.0,776.0,154.0,1868.0,1583.0,24.4,27.4,0.8231,12,16,3,1,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,668.56,4.1,327.0,20.0,314.0,162.0,21.4,33.3,0.8417,Severe,2004-03-16 12:00:00
4.0,1579.0,366.0,22.3,1359.0,252.0,724.0,161.0,1998.0,1671.0,25.3,26.1,0.8264,13,16,3,1,0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,660.33,3.3,283.0,18.3,217.0,154.0,24.4,27.4,0.8231,Severe,2004-03-16 13:00:00
3.8,1466.0,318.0,20.4,1309.0,263.0,773.0,161.0,1897.0,1491.0,25.8,23.2,0.7589,14,16,3,1,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,598.56,4.0,366.0,22.3,252.0,161.0,25.3,26.1,0.8264,Very Poor,2004-03-16 14:00:00
2.8,1280.0,228.0,14.6,1136.0,180.0,893.0,128.0,1675.0,1240.0,27.0,20.2,0.7094,15,16,3,1,0,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,545.4,3.8,318.0,20.4,263.0,161.0,25.8,23.2,0.7589,Very Poor,2004-03-16 15:00:00
2.9,1407.0,201.0,16.6,1197.0,184.0,905.0,129.0,1759.0,1313.0,28.2,18.6,0.7014,16,16,3,1,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,524.52,2.8,228.0,14.6,180.0,128.0,27.0,20.2,0.7094,Very Poor,2004-03-16 16:00:00
2.9,1389.0,199.0,15.8,1173.0,190.0,898.0,133.0,1739.0,1363.0,28.0,19.1,0.7098,17,16,3,1,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,534.8000000000001,2.9,201.0,16.6,184.0,129.0,28.2,18.6,0.7014,Very Poor,2004-03-16 17:00:00
3.4,1447.0,237.0,17.8,1235.0,184.0,859.0,139.0,1778.0,1296.0,23.9,25.7,0.7519,18,16,3,1,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,614.2299999999999,2.9,199.0,15.8,190.0,133.0,28.0,19.1,0.7098,Severe,2004-03-16 18:00:00
3.9,1551.0,261.0,19.1,1271.0,181.0,800.0,137.0,1875.0,1432.0,21.3,34.8,0.873,19,16,3,1,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,741.24,3.4,237.0,17.8,184.0,139.0,23.9,25.7,0.7519,Very Poor,2004-03-16 19:00:00
3.2,1474.0,230.0,15.8,1173.0,166.0,854.0,143.0,1776.0,1432.0,20.4,36.7,0.8704,20,16,3,1,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,748.68,3.9,261.0,19.1,181.0,137.0,21.3,34.8,0.873,Severe,2004-03-16 20:00:00
5.1,1800.0,349.0,24.9,1426.0,317.0,700.0,177.0,2106.0,2034.0,19.0,41.3,0.9007,21,16,3,1,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,784.6999999999999,3.2,230.0,15.8,166.0,143.0,20.4,36.7,0.8704,Very Poor,2004-03-16 21:00:00
2.6,1379.0,183.0,13.5,1101.0,184.0,818.0,138.0,1710.0,1602.0,17.9,45.9,0.9342,22,16,3,1,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,821.6099999999999,5.1,349.0,24.9,317.0,177.0,19.0,41.3,0.9007,Poor,2004-03-16 22:00:00
1.7,1201.0,88.0,9.1,943.0,130.0,935.0,117.0,1560.0,1362.0,16.7,48.9,0.9226,23,16,3,1,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,816.63,2.6,183.0,13.5,184.0,138.0,17.9,45.9,0.9342,Poor,2004-03-16 23:00:00
1.7,1205.0,85.0,8.6,925.0,132.0,922.0,107.0,1547.0,1314.0,15.5,52.9,0.9271,0,17,3,2,0,0.0,1.0,1.0,6.123233995736766e-17,819.9499999999999,1.7,88.0,9.1,130.0,117.0,16.7,48.9,0.9226,Moderate,2004-03-17 00:00:00
1.2,1072.0,47.0,5.4,784.0,95.0,1066.0,90.0,1442.0,1114.0,15.5,51.9,0.9059,1,17,3,2,0,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,804.4499999999999,1.7,85.0,8.6,132.0,107.0,15.5,52.9,0.9271,Satisfactory,2004-03-17 01:00:00
0.9,998.0,34.0,4.1,714.0,70.0,1169.0,79.0,1383.0,992.0,14.1,55.6,0.891,2,17,3,2,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,783.96,1.2,47.0,5.4,95.0,90.0,15.5,51.9,0.9059,Satisfactory,2004-03-17 02:00:00
0.7,933.0,26.0,2.6,625.0,,1292.0,,1332.0,884.0,13.1,57.9,0.8666,3,17,3,2,0,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,758.49,0.9,34.0,4.1,70.0,79.0,14.1,55.6,0.891,Good,2004-03-17 03:00:00
,883.0,17.0,1.9,577.0,54.0,1396.0,60.0,1303.0,808.0,12.7,57.9,0.8447,4,17,3,2,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,735.3299999999999,0.7,26.0,2.6,,,13.1,57.9,0.8666,Good,2004-03-17 04:00:00
0.5,869.0,11.0,1.6,554.0,28.0,1460.0,40.0,1268.0,667.0,11.8,58.0,0.8026,5,17,3,2,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,684.4000000000001,,17.0,1.9,54.0,60.0,12.7,57.9,0.8447,Good,2004-03-17 05:00:00
0.5,891.0,18.0,1.9,576.0,46.0,1417.0,53.0,1289.0,733.0,11.9,57.4,0.7978,6,17,3,2,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,683.0600000000001,0.5,11.0,1.6,28.0,40.0,11.8,58.0,0.8026,Poor,2004-03-17 06:00:00
1.6,1173.0,84.0,7.5,878.0,160.0,1038.0,84.0,1556.0,1052.0,9.9,65.2,0.7956,7,17,3,2,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,645.48,0.5,18.0,1.9,46.0,53.0,11.9,57.4,0.7978,Severe,2004-03-17 07:00:00
4.1,1587.0,260.0,21.4,1334.0,320.0,702.0,108.0,1999.0,1534.0,11.1,60.2,0.7958,8,17,3,2,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,668.22,1.6,84.0,7.5,160.0,84.0,9.9,65.2,0.7956,Severe,2004-03-17 08:00:00
6.6,1852.0,534.0,36.4,1696.0,377.0,553.0,127.0,2535.0,1931.0,14.1,50.0,0.802,9,17,3,2,0,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,705.0,4.1,260.0,21.4,320.0,108.0,11.1,60.2,0.7958,Severe,2004-03-17 09:00:00
4.3,1522.0,368.0,21.3,1331.0,280.0,703.0,134.0,2026.0,1734.0,17.7,40.1,0.8048,10,17,3,2,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,709.77,6.6,534.0,36.4,377.0,127.0,14.1,50.0,0.802,Very Poor,2004-03-17 10:00:00
2.9,1438.0,200.0,15.4,1161.0,221.0,819.0,135.0,1782.0,1595.0,21.1,33.4,0.8265,11,17,3,2,0,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,704.74,4.3,368.0,21.3,280.0,134.0,17.7,40.1,0.8048,Very Poor,2004-03-17 11:00:00
2.5,1393.0,145.0,12.5,1067.0,210.0,905.0,142.0,1654.0,1490.0,24.3,28.3,0.8471,12,17,3,2,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,687.69,2.9,200.0,15.4,221.0,135.0,21.1,33.4,0.8265,Very Poor,2004-03-17 12:00:00
2.8,1452.0,188.0,15.1,1152.0,204.0,861.0,153.0,1747.0,1508.0,25.6,25.6,0.8254,13,17,3,2,0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,655.3600000000001,2.5,145.0,12.5,210.0,142.0,24.3,28.3,0.8471,Very Poor,2004-03-17 13:00:00
2.6,1389.0,152.0,13.7,1108.0,161.0,887.0,123.0,1712.0,1334.0,25.9,25.9,0.8503,14,17,3,2,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,670.81,2.8,188.0,15.1,204.0,153.0,25.6,25.6,0.8254,Poor,2004-03-17 14:00:00
2.0,1207.0,103.0,10.4,994.0,135.0,1013.0,104.0,1520.0,1045.0,26.8,18.7,0.65,15,17,3,2,0,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,501.15999999999997,2.6,152.0,13.7,161.0,123.0,25.9,25.9,0.8503,Very Poor,2004-03-17 15:00:00
2.9,1365.0,193.0,15.2,1154.0,186.0,940.0,129.0,1679.0,1221.0,29.3,15.8,0.6309,16,17,3,2,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,462.94000000000005,2.0,103.0,10.4,135.0,104.0,26.8,18.7,0.65,Very Poor,2004-03-17 16:00:00
2.5,1247.0,134.0,12.3,1060.0,147.0,1032.0,114.0,1525.0,1069.0,28.5,14.9,0.5708,17,17,3,2,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,424.65000000000003,2.9,193.0,15.2,186.0,129.0,29.3,15.8,0.6309,Severe,2004-03-17 17:00:00
5.0,1557.0,386.0,27.0,1478.0,299.0,793.0,158.0,1981.0,1569.0,25.9,16.0,0.5237,18,17,3,2,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,414.4,2.5,134.0,12.3,147.0,114.0,28.5,14.9,0.5708,Severe,2004-03-17 18:00:00
7.6,1973.0,577.0,38.4,1737.0,411.0,617.0,194.0,2414.0,2306.0,23.1,26.5,0.7403,19,17,3,2,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,612.1500000000001,5.0,386.0,27.0,299.0,158.0,25.9,16.0,0.5237,Severe,2004-03-17 19:00:00
6.7,1975.0,523.0,35.1,1667.0,347.0,597.0,182.0,2416.0,2359.0,20.5,38.2,0.9133,20,17,3,2,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,783.1,7.6,577.0,38.4,411.0,194.0,23.1,26.5,0.7403,Severe,2004-03-17 20:00:00
5.7,1795.0,472.0,27.2,1485.0,336.0,653.0,180.0,2174.0,2050.0,19.1,42.6,0.9294,21,17,3,2,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,813.6600000000001,6.7,523.0,35.1,347.0,182.0,20.5,38.2,0.9133,Very Poor,2004-03-17 21:00:00
2.8,1444.0,206.0,15.0,1150.0,202.0,770.0,136.0,1727.0,1727.0,17.2,44.1,0.8558,22,17,3,2,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,758.52,5.7,472.0,27.2,336.0,180.0,19.1,42.6,0.9294,Very Poor,2004-03-17 22:00:00
2.6,1488.0,216.0,15.7,1171.0,178.0,731.0,127.0,1778.0,1705.0,16.0,50.9,0.9206,23,17,3,2,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,814.4,2.8,206.0,15.0,202.0,136.0,17.2,44.1,0.8558,Very Poor,2004-03-17 23:00:00
2.3,1371.0,159.0,13.0,1083.0,154.0,796.0,116.0,1669.0,1551.0,14.8,53.9,0.9024,0,18,3,3,0,0.0,1.0,1.0,6.123233995736766e-17,797.72,2.6,216.0,15.7,178.0,127.0,16.0,50.9,0.9206,Poor,2004-03-18 00:00:00
